e_jelly,e_pudding,e_candy,e_chocolate,e_chocosweet,e_icecream,hitemp,humidity,year,month
8.466666666666667,4.133333333333334,5.266666666666667,11.2,3.066666666666667,30.466666666666665,26.4,73,2017,6
12.096774193548386,4.0,4.580645161290323,7.870967741935483,2.6129032258064515,44.967741935483865,31.8,78,2017,7
11.387096774193546,4.096774193548387,4.67741935483871,8.774193548387098,3.0,44.193548387096776,30.4,83,2017,8
4.666666666666667,3.8666666666666663,4.933333333333334,12.033333333333333,3.433333333333333,27.53333333333333,26.8,79,2017,9
3.0645161290322585,4.0,5.806451612903227,16.612903225806452,4.516129032258065,19.322580645161292,20.1,82,2017,10
2.7333333333333334,4.0,6.0,17.133333333333333,4.8,16.3,16.6,67,2017,11
2.9032258064516134,3.967741935483871,6.516129032258066,22.41935483870968,5.064516129032258,18.483870967741932,11.1,56,2017,12
3.032258064516129,3.9354838709677415,6.161290322580645,24.612903225806452,4.645161290322581,16.35483870967742,9.4,54,2018,1
3.571428571428572,3.821428571428572,6.571428571428571,49.39285714285714,5.5,14.857142857142858,10.1,56,2018,2
4.096774193548387,4.0,6.129032258064517,20.354838709677423,4.967741935483871,19.580645161290324,16.9,65,2018,3
5.7,3.933333333333333,5.7,14.2,4.1,24.86666666666667,22.1,66,2018,4
7.161290322580645,4.096774193548387,5.903225806451613,12.967741935483868,3.612903225806452,28.838709677419356,24.6,71,2018,5
8.333333333333334,4.333333333333333,5.433333333333334,10.6,3.333333333333333,34.03333333333333,26.6,80,2018,6
12.032258064516132,3.806451612903226,5.258064516129032,8.225806451612902,3.0,48.58064516129032,32.7,77,2018,7
11.419354838709678,4.419354838709677,5.064516129032258,9.161290322580646,3.193548387096774,46.548387096774185,32.5,77,2018,8
4.466666666666667,4.033333333333333,5.066666666666666,12.766666666666667,4.066666666666666,28.7,26.6,86,2018,9
3.3548387096774195,4.032258064516129,6.290322580645161,16.903225806451616,4.741935483870968,20.645161290322577,23.0,74,2018,10
2.6,3.933333333333333,6.6,17.266666666666666,5.133333333333334,16.4,17.7,72,2018,11
3.2258064516129035,3.7741935483870965,7.0,22.64516129032258,5.354838709677419,17.322580645161292,12.1,61,2018,12
